id,sentence,sense_keys,glosses,target
d006.s009.t006,"Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions [TGT] fraud [TGT] is committed ; then , indeed , they are respectful actions with the sport regulation , but they seem to elude its sense .","['fraud%1:04:01::', 'fraud%1:18:00::', 'fraud%1:04:00::']","['something intended to deceive; deliberate trickery intended to gain an advantage', 'a person who makes deceitful pretenses', 'intentional deception resulting in injury to another person']",[2]
d006.s009.t007,"Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful [TGT] actions [TGT] with the sport regulation , but they seem to elude its sense .","['action%1:04:03::', 'action%1:26:00::', 'action%1:22:00::', 'action%1:04:02::', 'action%1:04:04::', 'action%1:07:00::', 'action%1:04:00::', 'action%1:06:00::', 'action%1:10:00::', 'action%1:04:01::']","['a military engagement', 'the state of being active', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'something done (usually as opposed to something said)', 'an act by a government body or supranational organization', 'the trait of being active and energetic and forceful', 'the most important or interesting work or activity in a specific area or field', 'the operating part that transmits power to a mechanism', 'the series of events that form a plot', 'a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong']",[3]
d006.s009.t008,"Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful actions with the [TGT] sport [TGT] regulation , but they seem to elude its sense .","['sport%1:18:00::', 'sport%1:04:01::', 'sport%1:04:00::', 'sport%1:18:01::', 'sport%1:18:03::', 'sport%1:10:00::', 'sport%1:18:02::']","['someone who engages in sports', 'the occupation of athletes who compete for pay', 'an active diversion requiring physical exertion and competition', '(biology) an organism that has characteristics resulting from chromosomal alteration', '(Maine colloquial) a temporary summer resident of Maine', ""verbal wit or mockery (often at another's expense but not to be taken seriously)"", 'a person known for the way she (or he) behaves when teased or defeated or subjected to trying circumstances']",[2]
d006.s009.t009,"Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful actions with the sport [TGT] regulation [TGT] , but they seem to elude its sense .","['regulation%1:10:00::', 'regulation%1:04:01::', 'regulation%1:22:00::', 'regulation%1:04:00::', 'regulation%1:09:00::', 'regulation%1:26:00::']","['an authoritative rule', 'the act of bringing to uniformity; making regular', '(embryology) the ability of an early embryo to continue normal development after its structure has been somehow damaged or altered', 'the act of controlling or directing according to rule', 'a principle or condition that customarily governs behavior', 'the state of being controlled or governed']",[0]
d006.s009.t010,"Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful actions with the sport regulation , but they seem to elude its [TGT] sense [TGT] .","['sense%1:09:02::', 'sense%1:09:04::', 'sense%1:09:05::', 'sense%1:10:00::', 'sense%1:09:06::']","['the faculty through which the external world is apprehended', 'sound practical judgment', 'a general conscious awareness', 'the meaning of a word or expression; the way in which a word or expression or situation can be interpreted', 'a natural appreciation or ability']",[1]
d006.s010.t000,The [TGT] matter [TGT] examines the type of damage that is brought to the sporting spirit .,"['matter%1:10:00::', 'matter%1:09:01::', 'matter%1:07:00::', 'matter%1:09:02::', 'matter%1:09:00::', 'matter%1:03:00::']","['written works (especially in books or magazines)', 'a vaguely specified concern', '(used with negation) having consequence', 'a problem', 'some situation or event that is thought about', 'that which has mass and occupies space']",[4]
d006.s010.t001,The matter examines the [TGT] type [TGT] of damage that is brought to the sporting spirit .,"['type%1:10:01::', 'type%1:14:01::', 'type%1:18:00::', 'type%1:09:00::', 'type%1:10:00::', 'type%1:06:00::']","['printed characters', '(biology) the taxonomic group whose characteristics are used to define the next higher taxon', 'a person of a specified kind (usually with many eccentricities)', 'a subdivision of a particular kind of thing', 'all of the tokens of the same symbol', 'a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper']",[3]
d006.s010.t002,The matter examines the type of [TGT] damage [TGT] that is brought to the sporting spirit .,"['damage%1:11:00::', 'damage%1:11:01::', 'damage%1:04:01::', 'damage%1:04:00::', 'damage%1:21:00::']","['the occurrence of a change for the worse', 'loss of military equipment', 'any harm or injury resulting from a violation of a legal right', 'the act of damaging something or someone', 'the amount of money needed to purchase something']",[0]
d006.s010.t003,The matter examines the type of damage that is brought to the sporting [TGT] spirit [TGT] .,"['spirit%1:26:01::', 'spirit%1:18:00::', 'spirit%1:07:03::', 'spirit%1:18:01::', 'spirit%1:10:00::', 'spirit%1:07:02::', 'spirit%1:26:00::', 'spirit%1:07:00::']","[""the state of a person's emotions (especially with regard to pleasure or dejection)"", 'any incorporeal supernatural being that can become visible (or audible) to human beings', 'an inclination or tendency of a certain kind', 'the vital principle or animating force within living things', 'the intended meaning of a communication', 'animation and energy in action or expression', 'the general atmosphere of a place or situation and the effect that it has on people', ""a fundamental emotional and activating principle determining one's character""]",[6]
d006.s011.t000,"One of the [TGT] advantages [TGT] that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .","['advantage%1:23:00::', 'advantage%1:07:01::', 'advantage%1:07:00::']","['(tennis) first point scored after deuce', 'benefit resulting from some event or action', 'the quality of having a superior or more favorable position']",[1]
d006.s011.t001,"One of the advantages that include the [TGT] sport [TGT] spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .","['sport%1:18:00::', 'sport%1:04:01::', 'sport%1:04:00::', 'sport%1:18:01::', 'sport%1:18:03::', 'sport%1:10:00::', 'sport%1:18:02::']","['someone who engages in sports', 'the occupation of athletes who compete for pay', 'an active diversion requiring physical exertion and competition', '(biology) an organism that has characteristics resulting from chromosomal alteration', '(Maine colloquial) a temporary summer resident of Maine', ""verbal wit or mockery (often at another's expense but not to be taken seriously)"", 'a person known for the way she (or he) behaves when teased or defeated or subjected to trying circumstances']",[2]
d006.s011.t002,"One of the advantages that include the sport [TGT] spirit [TGT] is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .","['spirit%1:26:01::', 'spirit%1:18:00::', 'spirit%1:07:03::', 'spirit%1:18:01::', 'spirit%1:10:00::', 'spirit%1:07:02::', 'spirit%1:26:00::', 'spirit%1:07:00::']","[""the state of a person's emotions (especially with regard to pleasure or dejection)"", 'any incorporeal supernatural being that can become visible (or audible) to human beings', 'an inclination or tendency of a certain kind', 'the vital principle or animating force within living things', 'the intended meaning of a communication', 'animation and energy in action or expression', 'the general atmosphere of a place or situation and the effect that it has on people', ""a fundamental emotional and activating principle determining one's character""]",[6]
d006.s011.t003,"One of the advantages that include the sport spirit is the physical [TGT] integrity [TGT] of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .","['integrity%1:07:00::', 'integrity%1:26:00::']","['moral soundness', 'an undivided or unbroken completeness or totality with nothing wanting']",[0]
d006.s011.t004,"One of the advantages that include the sport spirit is the physical integrity of the opposite [TGT] players [TGT] , aspect that with these actions was n't put into danger , that is to say , there was no violent game .","['player%1:18:00::', 'player%1:18:04::', 'player%1:18:03::', 'player%1:18:02::', 'player%1:18:01::']","['a theatrical performer', 'a person who pursues a number of different social and sexual partners simultaneously', 'an important participant (as in a business deal)', 'someone who plays a musical instrument (as a profession)', 'a person who participates in or is skilled at some game']",[4]
d006.s011.t005,"One of the advantages that include the sport spirit is the physical integrity of the opposite players , [TGT] aspect [TGT] that with these actions was n't put into danger , that is to say , there was no violent game .","['aspect%1:24:00::', 'aspect%1:07:01::', 'aspect%1:09:00::', 'aspect%1:09:01::', 'aspect%1:07:02::']","['the beginning or duration or completion or repetition of the action of a verb', ""the feelings expressed on a person's face"", 'a distinct feature or element in a problem', 'the visual percept of a region', 'a characteristic to be considered']",[4]
d006.s011.t006,"One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these [TGT] actions [TGT] was n't put into danger , that is to say , there was no violent game .","['action%1:04:03::', 'action%1:26:00::', 'action%1:22:00::', 'action%1:04:02::', 'action%1:04:04::', 'action%1:07:00::', 'action%1:04:00::', 'action%1:06:00::', 'action%1:10:00::', 'action%1:04:01::']","['a military engagement', 'the state of being active', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'something done (usually as opposed to something said)', 'an act by a government body or supranational organization', 'the trait of being active and energetic and forceful', 'the most important or interesting work or activity in a specific area or field', 'the operating part that transmits power to a mechanism', 'the series of events that form a plot', 'a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong']",[3]
d006.s011.t007,"One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into [TGT] danger [TGT] , that is to say , there was no violent game .","['danger%1:26:00::', 'danger%1:26:01::', 'danger%1:15:00::', 'danger%1:04:00::']","['the condition of being susceptible to harm or injury', 'a cause of pain or injury or loss', 'a dangerous place', 'a venture undertaken without regard to possible loss or injury']",[0]
d006.s011.t008,"One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent [TGT] game [TGT] .","['game%1:06:00::', 'game%1:13:00::', 'game%1:04:02::', 'game%1:04:03::', 'game%1:05:00::', 'game%1:04:00::', 'game%1:23:00::', 'game%1:09:00::', 'game%1:04:01::', 'game%1:04:04::', 'game%1:28:00::']","['the game equipment needed in order to play a particular game', 'the flesh of wild animals that is used for food', 'your occupation or line of work', 'a single play of a sport or other contest', 'animal hunted for food or sport', 'a contest with rules to determine a winner', '(games) the score at a particular point or the score needed to win', 'a secret scheme to do something (especially something underhand or illegal)', 'an amusement or pastime', 'frivolous or trifling behavior', '(tennis) a division of play during which one player serves']",[3]
d006.s012.t000,"Another of these [TGT] advantages [TGT] to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .","['advantage%1:23:00::', 'advantage%1:07:01::', 'advantage%1:07:00::']","['(tennis) first point scored after deuce', 'benefit resulting from some event or action', 'the quality of having a superior or more favorable position']",[1]
d006.s012.t001,"Another of these advantages to which it is alluded to with the fare-play is to avoid that the [TGT] team [TGT] of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .","['team%1:14:00::', 'team%1:14:01::']","['a cooperative unit (especially in sports)', 'two or more draft animals that work together to pull something']",[0]
d006.s012.t002,"Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the [TGT] lawbreaker [TGT] players takes advantage unjustly of the opposite team , which did not happen either .",['lawbreaker%1:18:00::'],['someone who violates the law'],[0]
d006.s012.t003,"Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker [TGT] players [TGT] takes advantage unjustly of the opposite team , which did not happen either .","['player%1:18:00::', 'player%1:18:04::', 'player%1:18:03::', 'player%1:18:02::', 'player%1:18:01::']","['a theatrical performer', 'a person who pursues a number of different social and sexual partners simultaneously', 'an important participant (as in a business deal)', 'someone who plays a musical instrument (as a profession)', 'a person who participates in or is skilled at some game']",[4]
d006.s012.t004,"Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes [TGT] advantage [TGT] unjustly of the opposite team , which did not happen either .","['advantage%1:23:00::', 'advantage%1:07:01::', 'advantage%1:07:00::']","['(tennis) first point scored after deuce', 'benefit resulting from some event or action', 'the quality of having a superior or more favorable position']",[1]
d006.s012.t005,"Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite [TGT] team [TGT] , which did not happen either .","['team%1:14:00::', 'team%1:14:01::']","['a cooperative unit (especially in sports)', 'two or more draft animals that work together to pull something']",[0]
d006.s013.t000,"However , the paradoxical [TGT] thing [TGT] about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .","['thing%1:03:00::', 'thing%1:06:01::', 'thing%1:11:00::', 'thing%1:09:02::', 'thing%1:12:00::', 'thing%1:09:00::', 'thing%1:10:00::', 'thing%1:26:00::', 'thing%1:07:00::', 'thing%1:09:01::', 'thing%1:04:00::', 'thing%1:06:00::']","['a separate and self-contained entity', 'an entity that is not named specifically', 'an event', 'a vaguely specified concern', 'a persistent illogical feeling of desire or aversion', 'a special abstraction', 'a statement regarded as an object', 'a special situation', 'any attribute or quality considered as having its own existence', 'a special objective', 'an action', 'an artifact']",[8]
d006.s013.t001,"However , the paradoxical thing about the [TGT] action [TGT] of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .","['action%1:04:03::', 'action%1:26:00::', 'action%1:22:00::', 'action%1:04:02::', 'action%1:04:04::', 'action%1:07:00::', 'action%1:04:00::', 'action%1:06:00::', 'action%1:10:00::', 'action%1:04:01::']","['a military engagement', 'the state of being active', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'something done (usually as opposed to something said)', 'an act by a government body or supranational organization', 'the trait of being active and energetic and forceful', 'the most important or interesting work or activity in a specific area or field', 'the operating part that transmits power to a mechanism', 'the series of events that form a plot', 'a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong']",[3]
d006.s013.t002,"However , the paradoxical thing about the action of the [TGT] players [TGT] of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .","['player%1:18:00::', 'player%1:18:04::', 'player%1:18:03::', 'player%1:18:02::', 'player%1:18:01::']","['a theatrical performer', 'a person who pursues a number of different social and sexual partners simultaneously', 'an important participant (as in a business deal)', 'someone who plays a musical instrument (as a profession)', 'a person who participates in or is skilled at some game']",[4]
d006.s013.t003,"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as [TGT] legal fraud [TGT] , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .",['legal_fraud%1:04:00::'],['comprises all acts or omissions or concealments involving breach of equitable or legal duty or trust or confidence'],[0]
d006.s013.t004,"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the [TGT] violation [TGT] of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .","['violation%1:04:01::', 'violation%1:04:04::', 'violation%1:04:03::', 'violation%1:04:02::', 'violation%1:04:00::']","[""entry to another's property without right or permission"", 'an act that disregards an agreement or a right', 'a disrespectful act', 'the crime of forcing a woman to submit to sexual intercourse against her will', 'a crime less serious than a felony']",[4]
d006.s013.t005,"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the [TGT] rules [TGT] was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .","['rule%1:28:00::', 'rule%1:09:01::', 'rule%1:09:02::', 'rule%1:09:03::', 'rule%1:10:01::', 'rule%1:26:00::', 'rule%1:10:02::', 'rule%1:09:04::', 'rule%1:06:00::', 'rule%1:09:00::', 'rule%1:10:03::', 'rule%1:10:00::']","[""the duration of a monarch's or government's power"", 'something regarded as a normative example', 'a rule or law concerning a natural phenomenon or the function of a complex system', 'a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct', '(linguistics) a rule describing (or prescribing) a linguistic practice', 'dominance or power through legal authority', 'directions that define the way a game or sport is to be conducted', '(mathematics) a standard procedure for solving a class of mathematical problems', 'measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths', 'a principle or condition that customarily governs behavior', 'any one of a systematic body of regulations defining the way of life of members of a religious order', 'prescribed guide for conduct or action']",[11]
d006.s013.t006,"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the [TGT] sanction [TGT] , but their action was most evident and thus they received punishment from the referee .","['sanction%1:07:00::', 'sanction%1:04:01::', 'sanction%1:04:02::', 'sanction%1:10:00::']","['official permission or approval', 'the act of final authorization', ""a mechanism of social control for enforcing a society's standards"", 'formal and explicit approval']",[2]
d006.s013.t007,"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their [TGT] action [TGT] was most evident and thus they received punishment from the referee .","['action%1:04:03::', 'action%1:26:00::', 'action%1:22:00::', 'action%1:04:02::', 'action%1:04:04::', 'action%1:07:00::', 'action%1:04:00::', 'action%1:06:00::', 'action%1:10:00::', 'action%1:04:01::']","['a military engagement', 'the state of being active', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'something done (usually as opposed to something said)', 'an act by a government body or supranational organization', 'the trait of being active and energetic and forceful', 'the most important or interesting work or activity in a specific area or field', 'the operating part that transmits power to a mechanism', 'the series of events that form a plot', 'a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong']",[3]
d006.s013.t008,"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received [TGT] punishment [TGT] from the referee .",['punishment%1:04:00::'],['the act of punishing'],[0]
d006.s013.t009,"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the [TGT] referee [TGT] .","['referee%1:18:00::', 'referee%1:18:01::', 'referee%1:18:02::']","['(sports) the chief official (as in boxing or American football) who is expected to ensure fair play', 'someone who reads manuscripts and judges their suitability for publication', 'an attorney appointed by a court to investigate and report on a case']",[0]
d006.s014.t000,They waited for and accepted the [TGT] sanction [TGT] with no complaints .,"['sanction%1:07:00::', 'sanction%1:04:01::', 'sanction%1:04:02::', 'sanction%1:10:00::']","['official permission or approval', 'the act of final authorization', ""a mechanism of social control for enforcing a society's standards"", 'formal and explicit approval']",[2]
d006.s014.t001,They waited for and accepted the sanction with no [TGT] complaints [TGT] .,"['complaint%1:26:00::', 'complaint%1:10:00::', 'complaint%1:10:03::', 'complaint%1:10:02::', 'complaint%1:10:04::']","['an often persistent bodily disorder or disease; a cause for complaining', 'an expression of grievance or resentment', '(civil law) the first pleading of the plaintiff setting out the facts on which the claim for relief is based', '(formerly) a loud cry (or repeated cries) of pain or rage or sorrow', '(criminal law) a pleading describing some wrong or offense']",[1]
d006.s015.t000,Another [TGT] question [TGT] is what type of advantage the violators obtained in the actions deliberately carried out .,"['question%1:10:01::', 'question%1:10:02::', 'question%1:07:00::', 'question%1:10:03::', 'question%1:10:04::', 'question%1:10:00::']","['the subject matter at issue', 'a formal proposal for action made to a deliberative assembly for discussion and vote', 'uncertainty about the truth or factuality or existence of something', 'a sentence of inquiry that asks for a reply', 'an informal reference to a marriage proposal', 'an instance of questioning']",[0]
d006.s015.t001,Another question is what [TGT] type [TGT] of advantage the violators obtained in the actions deliberately carried out .,"['type%1:10:01::', 'type%1:14:01::', 'type%1:18:00::', 'type%1:09:00::', 'type%1:10:00::', 'type%1:06:00::']","['printed characters', '(biology) the taxonomic group whose characteristics are used to define the next higher taxon', 'a person of a specified kind (usually with many eccentricities)', 'a subdivision of a particular kind of thing', 'all of the tokens of the same symbol', 'a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper']",[3]
d006.s015.t002,Another question is what type of [TGT] advantage [TGT] the violators obtained in the actions deliberately carried out .,"['advantage%1:23:00::', 'advantage%1:07:01::', 'advantage%1:07:00::']","['(tennis) first point scored after deuce', 'benefit resulting from some event or action', 'the quality of having a superior or more favorable position']",[1]
d006.s015.t003,Another question is what type of advantage the [TGT] violators [TGT] obtained in the actions deliberately carried out .,"['violator%1:18:00::', 'violator%1:18:01::']","['someone who assaults others sexually', 'someone who violates the law']",[1]
d006.s015.t004,Another question is what type of advantage the violators obtained in the [TGT] actions [TGT] deliberately carried out .,"['action%1:04:03::', 'action%1:26:00::', 'action%1:22:00::', 'action%1:04:02::', 'action%1:04:04::', 'action%1:07:00::', 'action%1:04:00::', 'action%1:06:00::', 'action%1:10:00::', 'action%1:04:01::']","['a military engagement', 'the state of being active', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'something done (usually as opposed to something said)', 'an act by a government body or supranational organization', 'the trait of being active and energetic and forceful', 'the most important or interesting work or activity in a specific area or field', 'the operating part that transmits power to a mechanism', 'the series of events that form a plot', 'a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong']",[3]
d006.s016.t000,"Here it seems necessary to state that it is n't a disadvantageous [TGT] situation [TGT] for rival nor is an obtained benefit in the same game , because evidently the result of the action supposes leaving their own team with less players .","['situation%1:26:00::', 'situation%1:04:00::', 'situation%1:26:02::', 'situation%1:15:00::', 'situation%1:26:01::']","['the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt', 'a job in an organization', 'a complex or critical or unusual difficulty', 'physical position in relation to the surroundings', 'a condition or position in which you find yourself']",[0]
d006.s016.t001,"Here it seems necessary to state that it is n't a disadvantageous situation for [TGT] rival [TGT] nor is an obtained benefit in the same game , because evidently the result of the action supposes leaving their own team with less players .",['rival%1:18:00::'],['the contestant you hope to defeat'],[0]
d006.s016.t002,"Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained [TGT] benefit [TGT] in the same game , because evidently the result of the action supposes leaving their own team with less players .","['benefit%1:10:00::', 'benefit%1:07:00::', 'benefit%1:21:00::']","['a performance to raise money for a charitable cause', 'something that aids or promotes well-being', 'financial assistance in time of need']",[1]
d006.s016.t003,"Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same [TGT] game [TGT] , because evidently the result of the action supposes leaving their own team with less players .","['game%1:06:00::', 'game%1:13:00::', 'game%1:04:02::', 'game%1:04:03::', 'game%1:05:00::', 'game%1:04:00::', 'game%1:23:00::', 'game%1:09:00::', 'game%1:04:01::', 'game%1:04:04::', 'game%1:28:00::']","['the game equipment needed in order to play a particular game', 'the flesh of wild animals that is used for food', 'your occupation or line of work', 'a single play of a sport or other contest', 'animal hunted for food or sport', 'a contest with rules to determine a winner', '(games) the score at a particular point or the score needed to win', 'a secret scheme to do something (especially something underhand or illegal)', 'an amusement or pastime', 'frivolous or trifling behavior', '(tennis) a division of play during which one player serves']",[3]
d006.s016.t004,"Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same game , because evidently the [TGT] result [TGT] of the action supposes leaving their own team with less players .","['result%1:10:00::', 'result%1:19:00::', 'result%1:10:01::', 'result%1:11:00::']","['a statement that solves a problem or explains how to solve the problem', 'a phenomenon that follows and is caused by some previous phenomenon', 'the semantic role of the noun phrase whose referent exists only by virtue of the activity denoted by the verb in the clause', 'something that results']",[1]
d006.s016.t005,"Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same game , because evidently the result of the [TGT] action [TGT] supposes leaving their own team with less players .","['action%1:04:03::', 'action%1:26:00::', 'action%1:22:00::', 'action%1:04:02::', 'action%1:04:04::', 'action%1:07:00::', 'action%1:04:00::', 'action%1:06:00::', 'action%1:10:00::', 'action%1:04:01::']","['a military engagement', 'the state of being active', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'something done (usually as opposed to something said)', 'an act by a government body or supranational organization', 'the trait of being active and energetic and forceful', 'the most important or interesting work or activity in a specific area or field', 'the operating part that transmits power to a mechanism', 'the series of events that form a plot', 'a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong']",[3]
d006.s016.t006,"Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same game , because evidently the result of the action supposes leaving their own [TGT] team [TGT] with less players .","['team%1:14:00::', 'team%1:14:01::']","['a cooperative unit (especially in sports)', 'two or more draft animals that work together to pull something']",[0]
d006.s016.t007,"Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same game , because evidently the result of the action supposes leaving their own team with less [TGT] players [TGT] .","['player%1:18:00::', 'player%1:18:04::', 'player%1:18:03::', 'player%1:18:02::', 'player%1:18:01::']","['a theatrical performer', 'a person who pursues a number of different social and sexual partners simultaneously', 'an important participant (as in a business deal)', 'someone who plays a musical instrument (as a profession)', 'a person who participates in or is skilled at some game']",[4]
d006.s017.t000,"And neither is it a useful [TGT] strategy [TGT] for the next game , because the club will not be able to count on those players .","['strategy%1:09:01::', 'strategy%1:09:00::']","['the branch of military science dealing with military command and the planning and conduct of a war', 'an elaborate and systematic plan of action']",[1]
d006.s017.t001,"And neither is it a useful strategy for the next [TGT] game [TGT] , because the club will not be able to count on those players .","['game%1:06:00::', 'game%1:13:00::', 'game%1:04:02::', 'game%1:04:03::', 'game%1:05:00::', 'game%1:04:00::', 'game%1:23:00::', 'game%1:09:00::', 'game%1:04:01::', 'game%1:04:04::', 'game%1:28:00::']","['the game equipment needed in order to play a particular game', 'the flesh of wild animals that is used for food', 'your occupation or line of work', 'a single play of a sport or other contest', 'animal hunted for food or sport', 'a contest with rules to determine a winner', '(games) the score at a particular point or the score needed to win', 'a secret scheme to do something (especially something underhand or illegal)', 'an amusement or pastime', 'frivolous or trifling behavior', '(tennis) a division of play during which one player serves']",[3]
d006.s017.t002,"And neither is it a useful strategy for the next game , because the [TGT] club [TGT] will not be able to count on those players .","['club%1:06:01::', 'club%1:06:04::', 'club%1:14:01::', 'club%1:06:03::', 'club%1:06:00::', 'club%1:14:00::', 'club%1:06:02::']","['golf equipment used by a golfer to hit a golf ball', 'a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink', 'a team of professional baseball players who play and travel together', 'a playing card in the minor suit that has one or more black trefoils on it', 'stout stick that is larger at one end', 'a formal association of people with similar interests', 'a building that is occupied by a social club']",[5]
d006.s017.t003,"And neither is it a useful strategy for the next game , because the club will not be able to count on those [TGT] players [TGT] .","['player%1:18:00::', 'player%1:18:04::', 'player%1:18:03::', 'player%1:18:02::', 'player%1:18:01::']","['a theatrical performer', 'a person who pursues a number of different social and sexual partners simultaneously', 'an important participant (as in a business deal)', 'someone who plays a musical instrument (as a profession)', 'a person who participates in or is skilled at some game']",[4]
d006.s018.t000,"The [TGT] advantage [TGT] , obviously , consists in the fact that the players will begin the following phase of the Championship without cards that could threaten their participation in a future game .","['advantage%1:23:00::', 'advantage%1:07:01::', 'advantage%1:07:00::']","['(tennis) first point scored after deuce', 'benefit resulting from some event or action', 'the quality of having a superior or more favorable position']",[1]
d006.s018.t001,"The advantage , obviously , consists in the [TGT] fact [TGT] that the players will begin the following phase of the Championship without cards that could threaten their participation in a future game .","['fact%1:10:01::', 'fact%1:09:01::', 'fact%1:09:02::', 'fact%1:26:01::']","['a statement or assertion of verified information about something that is the case or has happened', 'a piece of information about circumstances that exist or events that have occurred', 'a concept whose truth can be proved', 'an event known to have happened or something known to have existed']",[1]
d006.s018.t002,"The advantage , obviously , consists in the fact that the [TGT] players [TGT] will begin the following phase of the Championship without cards that could threaten their participation in a future game .","['player%1:18:00::', 'player%1:18:04::', 'player%1:18:03::', 'player%1:18:02::', 'player%1:18:01::']","['a theatrical performer', 'a person who pursues a number of different social and sexual partners simultaneously', 'an important participant (as in a business deal)', 'someone who plays a musical instrument (as a profession)', 'a person who participates in or is skilled at some game']",[4]
