id,sentence,sense_keys,glosses,target
d001.s021.t001,? : Piecewise condition [TGT] definition [TGT] .,"['definition%1:07:00::', 'definition%1:10:00::']","['clarity of outline', 'a concise explanation of the meaning of a word or phrase or symbol']",[1]
d001.s022.t000,Piecewise is the [TGT] way [TGT] we can define conditional operations in kalgebra .,"['way%1:04:00::', 'way%1:21:00::', 'way%1:07:01::', 'way%1:26:00::', 'way%1:09:01::', 'way%1:23:00::', 'way%1:04:02::', 'way%1:07:02::', 'way%1:04:01::', 'way%1:06:00::', 'way%1:15:00::', 'way%1:09:00::']","['a course of conduct', 'a portion of something divided into shares', 'how something is done or how it happens', 'the condition of things generally', ""a general category of things; used in the expression `in the way of'"", 'space for movement', 'a journey or passage', 'the property of distance in general', 'how a result is obtained or an end is achieved', 'any artifact consisting of a road or path affording passage from one place to another', 'a line leading to a place or point', 'doing as one pleases or chooses']",[2]
d001.s022.t001,Piecewise is the way we can [TGT] define [TGT] conditional operations in kalgebra .,"['define%2:42:03::', 'define%2:32:00::', 'define%2:42:00::', 'define%2:42:01::', 'define%2:32:01::']","['show the form or outline of', 'give a definition for the meaning of a word', 'determine the essential quality of', 'determine the nature of', 'decide upon or fix definitely']",[4]
d001.s022.t002,Piecewise is the way we can define [TGT] conditional [TGT] operations in kalgebra .,"['conditional%3:00:00::', 'conditional%5:00:00:qualified:02']","['imposing or depending on or containing a condition', 'qualified by reservations']",[0]
d001.s022.t003,Piecewise is the way we can define conditional [TGT] operations [TGT] in kalgebra .,"['operation%1:22:00::', 'operation%1:26:00::', 'operation%1:04:02::', 'operation%1:04:03::', 'operation%1:04:07::', 'operation%1:09:00::', 'operation%1:04:06::', 'operation%1:22:01::', 'operation%1:04:01::', 'operation%1:04:00::', 'operation%1:04:05::']","['(computer science) data processing in which the result is completely specified by a rule (especially the processing that results from a single instruction)', 'the state of being in effect or being operative', 'activity by a military or naval force (as a maneuver or campaign)', 'a planned activity involving many people performing various actions', 'the activity of operating something (a machine or business etc.)', '(psychology) the performance of some composite cognitive activity; an operation that affects mental contents', 'a business especially one run on a large scale', 'process or manner of functioning or operating', '(mathematics) calculation by mathematical methods', 'a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body', 'a process or series of acts especially of a practical or mechanical nature involved in a particular form of work']",[8]
d001.s023.t000,"If we [TGT] introduce [TGT] the condition before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will enter in the last instance .","['introduce%2:36:01::', 'introduce%2:32:02::', 'introduce%2:32:01::', 'introduce%2:38:00::', 'introduce%2:35:00::', 'introduce%2:30:00::', 'introduce%2:36:00::', 'introduce%2:32:00::', 'introduce%2:31:00::', 'introduce%2:30:03::']","['bring in or establish in a new place or environment', 'bring before the public for the first time, as of an actor, song, etc.', 'furnish with a preface or introduction', 'bring in a new person or object into a familiar environment', 'put or introduce into something', 'be a precursor of', 'bring something new to an environment', 'cause to come to know personally', 'put before (a body)', 'introduce']",[4]
d001.s023.t001,"If we introduce the [TGT] condition [TGT] before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will enter in the last instance .","['condition%1:10:01::', 'condition%1:09:01::', 'condition%1:10:02::', 'condition%1:26:00::', 'condition%1:09:00::', 'condition%1:26:01::', 'condition%1:26:02::', 'condition%1:26:05::']","['an assumption on which rests the validity or effect of something else', ""the procedure that is varied in order to estimate a variable's effect by comparison with a control condition"", '(usually plural) a statement of what is required as part of an agreement', 'a state at a particular time', 'information that should be kept in mind when making a decision', 'a mode of being or form of existence of a person or thing', ""the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape')"", 'an illness, disease, or other medical problem']",[0]
d001.s023.t002,"If we introduce the condition before the ? it will [TGT] use [TGT] this condition only if it is true , if it finds a ? without any condition , it will enter in the last instance .","['use%2:34:01::', 'use%2:41:14::', 'use%2:34:00::', 'use%2:41:03::', 'use%2:41:04::', 'use%2:34:02::']","['put into service; make work or employ for a particular purpose or for its inherent or natural purpose', ""seek or achieve an end by using to one's advantage"", 'use up, consume fully', 'habitually do something (use only in the past tense)', 'avail oneself to', 'take or consume (regularly or habitually)']",[0]
d001.s023.t003,"If we introduce the condition before the ? it will use this [TGT] condition [TGT] only if it is true , if it finds a ? without any condition , it will enter in the last instance .","['condition%1:10:01::', 'condition%1:09:01::', 'condition%1:10:02::', 'condition%1:26:00::', 'condition%1:09:00::', 'condition%1:26:01::', 'condition%1:26:02::', 'condition%1:26:05::']","['an assumption on which rests the validity or effect of something else', ""the procedure that is varied in order to estimate a variable's effect by comparison with a control condition"", '(usually plural) a statement of what is required as part of an agreement', 'a state at a particular time', 'information that should be kept in mind when making a decision', 'a mode of being or form of existence of a person or thing', ""the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape')"", 'an illness, disease, or other medical problem']",[0]
d001.s023.t004,"If we introduce the condition before the ? it will use this condition [TGT] only if [TGT] it is true , if it finds a ? without any condition , it will enter in the last instance .",['only_if%4:02:00::'],['never except when'],[0]
d001.s023.t005,"If we introduce the condition before the ? it will use this condition only if it is [TGT] true [TGT] , if it finds a ? without any condition , it will enter in the last instance .","['true%5:00:00:real:02', 'true%5:00:00:even:01', 'true%5:00:02:faithful:00', 'true%3:00:04::', 'true%5:00:00:harmonious:00', 'true%3:00:00::', 'true%5:00:00:sincere:00', 'true%5:00:00:legitimate:00', 'true%5:00:00:accurate:00', 'true%5:00:00:trustworthy:00', 'true%5:00:00:geographic:00', 'true%5:00:00:typical:00']","['rightly so called', 'accurately fitted; level', 'devoted (sometimes fanatically) to a cause or concept or truth', 'expressing or given to expressing the truth', 'in tune; accurate in pitch', 'consistent with fact or reality; not false; ; - B. Russell', 'not pretended; sincerely felt or expressed', 'having a legally established claim', 'accurately placed or thrown', 'worthy of being depended on', ""determined with reference to the earth's axis rather than the magnetic poles"", 'conforming to definitive criteria']","[3, 5]"
d001.s023.t006,"If we introduce the condition before the ? it will use this condition only if it is true , if it [TGT] finds [TGT] a ? without any condition , it will enter in the last instance .","['find%2:36:00::', 'find%2:38:10::', 'find%2:40:03::', 'find%2:32:01::', 'find%2:30:13::', 'find%2:31:10::', 'find%2:40:00::', 'find%2:39:02::', 'find%2:40:15::', 'find%2:32:00::', 'find%2:30:00::', 'find%2:39:05::', 'find%2:40:02::', 'find%2:40:01::', 'find%2:31:09::', 'find%2:39:01::']","['make a discovery, make a new finding', 'succeed in reaching; arrive at', 'obtain through effort or management', 'decide on and make a declaration about', ""accept and make use of one's personality, abilities, and situation"", 'come to believe on the basis of emotion, intuitions, or indefinite grounds', 'come upon after searching; find the location of something that was missed or lost', 'discover or determine the existence, presence, or fact of', 'get or find back; recover the use of', 'establish after a calculation, investigation, experiment, survey, or study', 'receive a specified treatment (abstract)', 'perceive oneself to be in a certain condition or place', 'come upon, as if by accident; meet with', 'get something or somebody for a specific purpose', 'make a discovery', 'perceive or be contemporaneous with']",[7]
d001.s023.t007,"If we introduce the condition before the ? it will use this condition only if it is true , if it finds a ? without any [TGT] condition [TGT] , it will enter in the last instance .","['condition%1:10:01::', 'condition%1:09:01::', 'condition%1:10:02::', 'condition%1:26:00::', 'condition%1:09:00::', 'condition%1:26:01::', 'condition%1:26:02::', 'condition%1:26:05::']","['an assumption on which rests the validity or effect of something else', ""the procedure that is varied in order to estimate a variable's effect by comparison with a control condition"", '(usually plural) a statement of what is required as part of an agreement', 'a state at a particular time', 'information that should be kept in mind when making a decision', 'a mode of being or form of existence of a person or thing', ""the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape')"", 'an illness, disease, or other medical problem']",[0]
d001.s023.t008,"If we introduce the condition before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will [TGT] enter [TGT] in the last instance .","['enter%2:38:00::', 'enter%2:42:00::', 'enter%2:36:00::', 'enter%2:41:06::', 'enter%2:41:00::', 'enter%2:35:03::', 'enter%2:30:10::', 'enter%2:33:00::', 'enter%2:32:04::']","['to come or go into', 'be or play a part of or in', 'come on stage', 'register formally as a participant or member', 'take on duties or office', 'put or introduce into something', 'set out on (an enterprise or subject of study)', 'become a participant; be involved in', 'make a record of; set down in permanent form']",[0]
d001.s023.t009,"If we introduce the condition before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will enter in the [TGT] last [TGT] instance .","['last%5:00:00:unlikely:00', 'last%5:00:00:dying:00', 'last%5:00:00:high:02', 'last%5:00:00:unalterable:00', 'last%5:00:00:worst:00', 'last%5:00:00:past:00', 'last%3:00:00::', 'last%5:00:00:closing:00', 'last%5:00:00:ultimate:00']","['most unlikely or unsuitable', 'occurring at the time of death', 'highest in extent or degree', 'not to be altered or undone', 'lowest in rank or importance', 'immediately past', 'coming after all others in time or space or degree or being the only one remaining', 'occurring at or forming an end or termination', 'conclusive in a process or progression']","[6, 8]"
d001.s023.t010,"If we introduce the condition before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will enter in the last [TGT] instance [TGT] .","['instance%1:09:00::', 'instance%1:11:00::']","['an item of information that is typical of a class or group', 'an occurrence of something']",[1]
d001.s025.t000,It can be [TGT] used [TGT] to define a container .,"['use%2:34:01::', 'use%2:41:14::', 'use%2:34:00::', 'use%2:41:03::', 'use%2:41:04::', 'use%2:34:02::']","['put into service; make work or employ for a particular purpose or for its inherent or natural purpose', ""seek or achieve an end by using to one's advantage"", 'use up, consume fully', 'habitually do something (use only in the past tense)', 'avail oneself to', 'take or consume (regularly or habitually)']",[0]
d001.s025.t001,It can be used to [TGT] define [TGT] a container .,"['define%2:42:03::', 'define%2:32:00::', 'define%2:42:00::', 'define%2:42:01::', 'define%2:32:01::']","['show the form or outline of', 'give a definition for the meaning of a word', 'determine the essential quality of', 'determine the nature of', 'decide upon or fix definitely']","[4, 3]"
d001.s026.t000,[TGT] Mainly [TGT] useful for working with piecewise .,['mainly%4:02:00::'],['for the most part'],[0]
d001.s026.t001,Mainly [TGT] useful [TGT] for working with piecewise .,"['useful%3:00:00::', 'useful%5:00:00:functional:00']","['being of use or service', 'having a useful function']","[1, 0]"
d001.s026.t002,Mainly useful for [TGT] working [TGT] with piecewise .,"['work%2:35:02::', 'work%2:35:14::', 'work%2:38:00::', 'work%2:41:12::', 'work%2:41:00::', 'work%2:41:11::', 'work%2:41:02::', 'work%2:34:10::', 'work%2:31:13::', 'work%2:30:10::', 'work%2:41:04::', 'work%2:36:12::', 'work%2:38:02::', 'work%2:36:09::', 'work%2:42:10::', 'work%2:41:01::', 'work%2:36:00::', 'work%2:41:10::', 'work%2:36:01::', 'work%2:37:10::', 'work%2:30:14::', 'work%2:29:00::', 'work%2:30:13::', 'work%2:41:03::', 'work%2:35:00::', 'work%2:41:05::', 'work%2:39:10::']","['perform as expected when applied', 'move into or onto', 'proceed along a path', 'cause to operate or function', 'be employed', 'operate in or through', 'exert oneself by doing mental or physical work for a purpose or out of necessity', ""use or manipulate to one's advantage"", 'find the solution to (a problem or question) or understand the meaning of', 'arrive at a certain condition through repeated motion', 'operate in a certain place, area, or specialty', 'make something, usually for a specific function', 'move in an agitated manner', 'prepare for crops', 'behave in a certain way when handled', 'cause to work', 'shape, form, or improve a material', 'have and exert influence or effect', 'cause to happen or to occur as a consequence', 'gratify and charm, usually in order to influence', 'cause to undergo fermentation', 'give a workout to', 'go sour or spoil', 'have an effect or outcome; often the one desired or expected', 'make uniform', 'proceed towards a goal or along a path or through an activity', 'provoke or excite']",[6]
d001.s027.t000,"[TGT] Now [TGT] you could ask me , why should the user mind about MathML ?","['now%4:02:07::', 'now%4:02:02::', 'now%4:02:00::', 'now%4:02:05::', 'now%4:02:04::', 'now%4:02:06::', 'now%4:02:01::']","['(prefatory or transitional) indicates a change of subject or activity', 'used to preface a command or reproof or request', 'in these times; - Nancy Mitford', 'in the historical present; at this point in the narration of a series of past events', 'at the present moment', 'in the immediate past', 'without delay or hesitation; with no time intervening']","[4, 1]"
d001.s027.t001,"Now you could [TGT] ask [TGT] me , why should the user mind about MathML ?","['ask%2:32:02::', 'ask%2:32:05::', 'ask%2:32:04::', 'ask%2:32:00::', 'ask%2:42:00::', 'ask%2:32:01::', 'ask%2:32:09::']","['direct or put; seek an answer to', 'consider obligatory; request and expect', 'address a question to and expect an answer from', 'inquire about', 'require as useful, just, or proper', 'make a request or demand for something to somebody', 'require or ask for as a price or condition']",[2]
d001.s027.t002,"Now you could ask me , why should the [TGT] user [TGT] mind about MathML ?","['user%1:18:01::', 'user%1:18:02::', 'user%1:18:00::']","['a person who uses something or someone selfishly or unethically', 'a person who takes drugs', 'a person who makes use of a thing; someone who uses or employs something']",[2]
d001.s028.t000,"That s [TGT] easy [TGT] . With this , we can operate with functions like cos() , sin() , any other trigonometric functions , sum () or product () .","['easy%5:00:00:pleasing:00', 'easy%5:00:00:comfortable:00', 'easy%5:00:00:abundant:00', 'easy%5:00:00:unhurried:00', 'easy%5:00:00:impressionable:00', 'easy%5:00:00:available:00', 'easy%3:00:01::', 'easy%5:00:00:light:08', 'easy%3:00:02::', 'easy%5:00:00:rich:00', 'easy%5:00:00:gradual:02', 'easy%5:00:00:unchaste:00']","['affording pleasure', 'affording comfort', 'obtained with little effort or sacrifice, often obtained illegally', 'not hurried or forced', 'readily exploited or tricked', 'less in demand and therefore readily obtainable', 'posing no difficulty; requiring little effort', 'having little impact', 'free from worry or anxiety', 'in fortunate circumstances financially; moderately rich', 'marked by moderate steepness', 'casual and unrestrained in sexual behavior']",[6]
d001.s028.t001,"That s easy . With this , we can [TGT] operate [TGT] with functions like cos() , sin() , any other trigonometric functions , sum () or product () .","['operate%2:35:03::', 'operate%2:29:00::', 'operate%2:35:02::', 'operate%2:30:00::', 'operate%2:35:00::', 'operate%2:33:00::', 'operate%2:41:00::']","['perform as expected when applied', 'perform surgery on', 'keep engaged', 'happen', 'handle and cause to function', 'perform a movement in military or naval tactics in order to secure an advantage in attack or defense', 'direct or control; projects, businesses, etc.']",[4]
d001.s028.t002,"That s easy . With this , we can operate with [TGT] functions [TGT] like cos() , sin() , any other trigonometric functions , sum () or product () .","['function%1:04:00::', 'function%1:24:00::', 'function%1:07:00::', 'function%1:14:00::', 'function%1:10:00::', 'function%1:24:01::', 'function%1:11:00::']","['the actions and activities assigned to or required or expected of a person or group', '(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)', 'what something is used for', 'a formal or official social gathering or ceremony', 'a set sequence of steps, part of larger computer program', 'a relation such that one thing is dependent on another', 'a vaguely specified social event']",[1]
d001.s028.t003,"That s easy . With this , we can operate with functions like [TGT] cos() [TGT] , sin() , any other trigonometric functions , sum () or product () .","['co%1:15:00::', 'cos%1:24:00::', 'co%1:27:01::', 'co%1:18:00::', 'cos%1:13:00::', 'co%1:27:00::']","['a state in west central United States in the Rocky Mountains', 'ratio of the adjacent side to the hypotenuse of a right-angled triangle', 'a hard ferromagnetic silver-white bivalent or trivalent metallic element; a trace element in plant and animal nutrition', 'one who refuses to serve in the armed forces on grounds of conscience', 'lettuce with long dark-green leaves in a loosely packed elongated head', 'an odorless very poisonous gas that is a product of incomplete combustion of carbon']",[1]
d001.s028.t004,"That s easy . With this , we can operate with functions like cos() , [TGT] sin() [TGT] , any other trigonometric functions , sum () or product () .","['sin%1:07:00::', 'sin%1:04:00::', 'sin%1:10:00::', 'sin%1:04:01::', 'sin%1:24:00::', 'sin%1:18:00::']","['estrangement from god', ""an act that is regarded by theologians as a transgression of God's will"", 'the 21st letter of the Hebrew alphabet', 'violent and excited activity', 'ratio of the length of the side opposite the given angle to the length of the hypotenuse of a right-angled triangle', '(Akkadian) god of the Moon; counterpart of Sumerian Nanna']",[4]
d001.s028.t005,"That s easy . With this , we can operate with functions like cos() , sin() , any [TGT] other [TGT] trigonometric functions , sum () or product () .","['other%3:00:00::', 'other%5:00:00:strange:00', 'other%5:00:00:past:00', 'other%5:00:02:past:00']","['not the same one or ones already mentioned or implied; - the White Queen', 'very unusual; different in character or quality from the normal or expected; - Lance Morrow', 'recently past', 'belonging to the distant past']",[0]
d001.s028.t006,"That s easy . With this , we can operate with functions like cos() , sin() , any other [TGT] trigonometric [TGT] functions , sum () or product () .",['trigonometric%3:01:00::'],['of or relating to or according to the principles of trigonometry'],[0]
d001.s028.t007,"That s easy . With this , we can operate with functions like cos() , sin() , any other trigonometric [TGT] functions [TGT] , sum () or product () .","['function%1:04:00::', 'function%1:24:00::', 'function%1:07:00::', 'function%1:14:00::', 'function%1:10:00::', 'function%1:24:01::', 'function%1:11:00::']","['the actions and activities assigned to or required or expected of a person or group', '(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)', 'what something is used for', 'a formal or official social gathering or ceremony', 'a set sequence of steps, part of larger computer program', 'a relation such that one thing is dependent on another', 'a vaguely specified social event']",[1]
d001.s028.t008,"That s easy . With this , we can operate with functions like cos() , sin() , any other trigonometric functions , [TGT] sum [TGT] () or product () .","['sum%1:09:01::', 'sum%1:14:00::', 'sum%1:14:01::', 'sum%1:09:00::', 'sum%1:06:00::', 'sum%1:21:00::']","['a quantity obtained by the addition of a group of numbers', 'the final aggregate', 'a set containing all and only the members of two or more given sets', 'the choicest or most essential or most vital part of some idea or experience', 'the whole amount', 'a quantity of money']","[0, 1]"
d001.s028.t009,"That s easy . With this , we can operate with functions like cos() , sin() , any other trigonometric functions , sum () or [TGT] product [TGT] () .","['product%1:06:01::', 'product%1:19:00::', 'product%1:27:00::', 'product%1:14:00::', 'product%1:06:00::', 'product%1:09:00::']","['commodities offered for sale', ""a consequence of someone's efforts or of a particular set of circumstances"", 'a chemical substance formed as a result of a chemical reaction', 'the set of elements common to two or more sets', 'an artifact that has been created by someone or some process', 'a quantity obtained by multiplication']",[5]
d001.s029.t000,It does [TGT] not [TGT] matter what kind it is .,['not%4:02:00::'],['negation of a word or group of words'],[0]
d001.s029.t001,It does not [TGT] matter [TGT] what kind it is .,['matter%2:42:00::'],"['have weight; have import, carry weight']",[0]
d001.s029.t002,It does not matter what [TGT] kind [TGT] it is .,['kind%1:09:00::'],['a category of things distinguished by some common characteristic or quality'],[0]
d001.s030.t000,"We can [TGT] use [TGT] plus() , times() and everything which has its operator .","['use%2:34:01::', 'use%2:41:14::', 'use%2:34:00::', 'use%2:41:03::', 'use%2:41:04::', 'use%2:34:02::']","['put into service; make work or employ for a particular purpose or for its inherent or natural purpose', ""seek or achieve an end by using to one's advantage"", 'use up, consume fully', 'habitually do something (use only in the past tense)', 'avail oneself to', 'take or consume (regularly or habitually)']",[0]
d001.s030.t001,"We can use [TGT] plus() [TGT] , times() and everything which has its operator .","['plus%1:07:00::', 'plus%1:04:00::']","['a useful or valuable quality', 'the arithmetic operation of summing; calculating the sum of two or more numbers']",[1]
d001.s030.t002,"We can use plus() , [TGT] times() [TGT] and everything which has its operator .","['time%1:28:05::', 'time%1:11:00::', 'times%1:28:01::', 'time%1:03:00::', 'time%1:11:01::', 'time%1:28:01::', 'time%1:28:00::', 'time%1:07:01::', 'time%1:28:06::', 'time%1:28:04::', 'time%1:28:03::', 'times%1:04:00::']","['a period of time considered as a resource under your control and sufficient to accomplish something', 'an instance or single occasion for some event', 'a more or less definite period of time now or previously present', 'the continuum of experience in which events pass from the future through the present to the past', ""a person's experience on a particular occasion"", 'the period of time a prisoner is imprisoned', 'an indefinite period (usually marked by specific attributes or activities)', 'rhythm as given by division into parts of equal duration', 'a suitable moment', 'the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event', 'a reading of a point in time as given by a clock', 'an arithmetic operation that is the inverse of division; the product of two numbers is computed']",[11]
d001.s030.t003,"We can use plus() , times() and everything which [TGT] has [TGT] its operator .","['have%2:40:00::', 'have%2:40:03::', 'have%2:29:00::', 'have%2:40:01::', 'have%2:34:00::', 'have%2:29:05::', 'have%2:40:04::', 'have%2:32:00::', 'have%2:42:00::', 'have%2:41:00::', 'have%2:30:01::', 'have%2:30:00::', 'have%2:40:02::', 'have%2:35:00::', 'have%2:29:02::', 'have%2:36:00::', 'have%2:42:12::', 'have%2:40:05::', 'have%2:39:06::']","['have or possess, either in a concrete or an abstract sense', 'get something; come into possession of', 'cause to be born', 'have left', 'serve oneself to, or consume regularly', 'undergo (as of injuries and illnesses)', 'have ownership or possession of', 'cause to do; cause to act in a specified manner', 'have as a feature', 'have a personal or business relationship with someone', 'undergo', 'cause to move; cause to be in a certain position or condition', 'achieve a point or goal', 'have sex with; archaic use', 'suffer from; be ill with', 'organize or be responsible for', 'be confronted with', 'receive willingly something given or offered', 'go through (mental or physical states or experiences)']","[0, 8]"
d001.s030.t004,"We can use plus() , times() and everything which has its [TGT] operator [TGT] .","['operator%1:18:01::', 'operator%1:18:02::', 'operator%1:24:00::', 'operator%1:18:03::', 'operator%1:18:00::']","['someone who owns or operates a business', 'a shrewd or unscrupulous person who knows how to circumvent difficulties', '(mathematics) a symbol or function representing a mathematical operation', 'a speculator who trades aggressively on stock or commodity markets', 'an agent that operates some apparatus or machine']",[2]
d001.s031.t000,kalgebra 's console is [TGT] useful [TGT] as a calculator .,"['useful%3:00:00::', 'useful%5:00:00:functional:00']","['being of use or service', 'having a useful function']","[1, 0]"
d001.s032.t000,[TGT] There [TGT] you have a list of the declared variables .,"['there%4:02:00::', 'there%4:02:02::', 'there%4:02:01::']","['in or at that place', 'in that matter', 'to or toward that place; away from the speaker']",[0]
d001.s032.t001,There you [TGT] have [TGT] a list of the declared variables .,"['have%2:40:00::', 'have%2:40:03::', 'have%2:29:00::', 'have%2:40:01::', 'have%2:34:00::', 'have%2:29:05::', 'have%2:40:04::', 'have%2:32:00::', 'have%2:42:00::', 'have%2:41:00::', 'have%2:30:01::', 'have%2:30:00::', 'have%2:40:02::', 'have%2:35:00::', 'have%2:29:02::', 'have%2:36:00::', 'have%2:42:12::', 'have%2:40:05::', 'have%2:39:06::']","['have or possess, either in a concrete or an abstract sense', 'get something; come into possession of', 'cause to be born', 'have left', 'serve oneself to, or consume regularly', 'undergo (as of injuries and illnesses)', 'have ownership or possession of', 'cause to do; cause to act in a specified manner', 'have as a feature', 'have a personal or business relationship with someone', 'undergo', 'cause to move; cause to be in a certain position or condition', 'achieve a point or goal', 'have sex with; archaic use', 'suffer from; be ill with', 'organize or be responsible for', 'be confronted with', 'receive willingly something given or offered', 'go through (mental or physical states or experiences)']","[0, 8]"
d001.s032.t002,There you have a [TGT] list [TGT] of the declared variables .,"['list%1:10:00::', 'list%1:07:00::']","['a database containing an ordered array of items (names or topics)', 'the property possessed by a line or surface that departs from the vertical']",[0]
d001.s032.t003,There you have a list of the declared [TGT] variables [TGT] .,"['variable%1:09:00::', 'variable%1:17:00::', 'variable%1:17:01::', 'variable%1:10:00::']","['a quantity that can assume any of a set of values', 'something that is likely to vary; something that is subject to variation', 'a star that varies noticeably in brightness', 'a symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity']",[3]
d001.s033.t000,By double clicking on them you will [TGT] see [TGT] a dialog that lets you change their values ( just a way to trick the log ) .,"['see%2:35:09::', 'see%2:39:12::', 'see%2:39:05::', 'see%2:33:00::', 'see%2:39:00::', 'see%2:31:13::', 'see%2:41:12::', 'see%2:31:03::', 'see%2:41:10::', 'see%2:32:00::', 'see%2:38:03::', 'see%2:41:11::', 'see%2:38:00::', 'see%2:39:02::', 'see%2:39:13::', 'see%2:41:00::', 'see%2:39:11::', 'see%2:39:03::', 'see%2:36:00::', 'see%2:31:00::', 'see%2:31:02::', 'see%2:31:01::', 'see%2:41:14::', 'see%2:31:08::']","['receive as a specified guest', 'go or live through', 'see and understand, have a good eye', 'match or meet', 'perceive by sight or have the power to perceive by sight', 'make sense of; assign a meaning to', 'go to see for a social visit', 'be careful or certain to do something; make certain of something', 'go to see a place, as for entertainment', 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'accompany or escort', 'go to see for professional or business reasons', 'come together', 'perceive or be contemporaneous with', 'observe, check out, and look over carefully or inspect', 'date regularly; have a steady relationship with', 'observe as if with an eye', 'see or watch', ""imagine; conceive of; see in one's mind"", 'deem to be', 'get to know or become aware of, usually accidentally', 'perceive (an idea or situation) mentally', 'take charge of or deal with', 'deliberate or decide']",[17]
d001.s033.t001,By double clicking on them you will see a dialog that [TGT] lets [TGT] you change their values ( just a way to trick the log ) .,"['let%2:30:00::', 'let%2:32:00::', 'let%2:41:00::', 'let%2:32:02::', 'let%2:30:01::', 'let%2:40:00::']","['leave unchanged', 'actively cause something to happen', 'make it possible through a specific action or lack of action for something to happen', 'consent to, give permission', 'cause to move; cause to be in a certain position or condition', 'grant use or occupation of under a term of contract']",[2]
d001.s033.t002,By double clicking on them you will see a dialog that lets you [TGT] change [TGT] their values ( just a way to trick the log ) .,"['change%2:40:00::', 'change%2:30:02::', 'change%2:30:04::', 'change%2:30:00::', 'change%2:30:05::', 'change%2:30:03::', 'change%2:30:08::', 'change%2:30:06::', 'change%2:30:01::', 'change%2:38:00::']","['give to, and receive from, one another', ""become different in some particular way, without permanently losing one's or its former characteristics or essence"", 'exchange or replace with another, usually of the same kind or category', ""undergo a change; become different in essence; losing one's or its original nature"", 'lay aside, abandon, or leave for another', 'change clothes; put on different clothes', 'become deeper in tone', 'remove or replace the coverings of', 'cause to change; make different; cause a transformation', 'change from one vehicle or transportation line to another']",[8]
d001.s033.t003,By double clicking on them you will see a dialog that lets you change their [TGT] values [TGT] ( just a way to trick the log ) .,"['value%1:09:01::', 'value%1:28:00::', 'value%1:21:00::', 'value%1:07:01::', 'value%1:07:00::', 'value%1:09:00::']","['an ideal accepted by some individual or group', '(music) the relative duration of a musical note', 'the amount (of money or goods or services) that is considered to be a fair equivalent for something else', 'relative darkness or lightness of a color; -Joe Hing Lowe', 'the quality (positive or negative) that renders something desirable or valuable', 'a numerical quantity measured or assigned or computed']",[5]
d001.s033.t004,By double clicking on them you will see a dialog that lets you change their values ( [TGT] just [TGT] a way to trick the log ) .,"['just%4:02:04::', 'just%4:02:06::', 'just%4:02:05::', 'just%4:02:00::', 'just%4:02:03::', 'just%4:02:01::']","['only a very short time before; ; ; ; ; - W.B.Yeats', 'exactly at this moment or the moment described', 'indicating exactness or preciseness', 'and nothing more', 'absolutely', 'only a moment ago']",[3]
d001.s033.t005,By double clicking on them you will see a dialog that lets you change their values ( just a [TGT] way [TGT] to trick the log ) .,"['way%1:04:00::', 'way%1:21:00::', 'way%1:07:01::', 'way%1:26:00::', 'way%1:09:01::', 'way%1:23:00::', 'way%1:04:02::', 'way%1:07:02::', 'way%1:04:01::', 'way%1:06:00::', 'way%1:15:00::', 'way%1:09:00::']","['a course of conduct', 'a portion of something divided into shares', 'how something is done or how it happens', 'the condition of things generally', ""a general category of things; used in the expression `in the way of'"", 'space for movement', 'a journey or passage', 'the property of distance in general', 'how a result is obtained or an end is achieved', 'any artifact consisting of a road or path affording passage from one place to another', 'a line leading to a place or point', 'doing as one pleases or chooses']",[8]
d001.s033.t006,By double clicking on them you will see a dialog that lets you change their values ( just a way to [TGT] trick [TGT] the log ) .,['trick%2:41:00::'],['deceive somebody'],[0]
d001.s033.t007,By double clicking on them you will see a dialog that lets you change their values ( just a way to trick the [TGT] log [TGT] ) .,"['log%1:10:02::', 'log%1:06:01::', 'log%1:27:01::', 'log%1:10:01::', 'log%1:10:00::']","['a written record of messages sent or received', ""measuring instrument that consists of a float that trails from a ship by a knotted line in order to measure the ship's speed through the water"", 'a segment of the trunk of a tree when stripped of branches', 'the exponent required to produce a given number', 'a written record of events on a voyage (of a ship or plane)']",[0]
