id,sentence,sense_keys,glosses,target
d001.s036.t007,"Second , if the key assumption is valid , Democrats should have lower attendance [TGT] rates [TGT] on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['rate%1:21:00::', 'rate%1:24:00::', 'rate%1:28:00::', 'rate%1:07:00::']","['amount of a charge or payment relative to some basis', 'a quantity or amount or measure considered as a proportion of another quantity or amount or measure', 'a magnitude or frequency relative to a time unit', 'the relative speed of progress or change']",[2]
d001.s036.t008,"Second , if the key assumption is valid , Democrats should have lower attendance rates on [TGT] roll-call [TGT] votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .",['roll_call%1:04:00::'],['calling out an official list of names'],[0]
d001.s036.t009,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call [TGT] votes [TGT] than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['vote%1:09:00::', 'vote%1:04:00::', 'vote%1:14:00::', 'vote%1:07:00::', 'vote%1:04:01::']","['the total number of voters who participated', 'a choice that is made by counting the number of people in favor of each alternative', 'a body of voters who have the same interests', 'a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment', 'the opinion of a group as determined by voting']",[1]
d001.s036.t010,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than [TGT] Republicans [TGT] do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['republican%1:18:00::', 'republican%1:18:01::', 'republican%1:17:00::']","['an advocate of a republic (usually in opposition to a monarchy)', 'a member of the Republican Party', 'a tributary of the Kansas River that flows from eastern Colorado eastward through Nebraska and Kansas']",[1]
d001.s036.t011,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the [TGT] extent [TGT] that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['extent%1:07:00::', 'extent%1:26:00::']","['the distance or area or volume over which something extends', 'the point or degree to which something extends']",[1]
d001.s036.t012,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that [TGT] such [TGT] votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .",['such%5:00:00:much:00'],['of so extreme a degree or extent'],[0]
d001.s036.t013,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such [TGT] votes [TGT] reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['vote%1:09:00::', 'vote%1:04:00::', 'vote%1:14:00::', 'vote%1:07:00::', 'vote%1:04:01::']","['the total number of voters who participated', 'a choice that is made by counting the number of people in favor of each alternative', 'a body of voters who have the same interests', 'a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment', 'the opinion of a group as determined by voting']",[1]
d001.s036.t014,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes [TGT] reflect [TGT] national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['reflect%2:31:00::', 'reflect%2:32:00::', 'reflect%2:39:00::', 'reflect%2:39:02::', 'reflect%2:43:00::', 'reflect%2:39:01::', 'reflect%2:32:01::']","['reflect deeply on a subject', 'give evidence of the quality of', 'to throw or bend back (from a surface)', 'show an image of', 'be bright by reflecting or casting light', 'manifest or bring back', 'give evidence of a certain behavior']",[5]
d001.s036.t015,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect [TGT] national [TGT] policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['national%5:00:00:public:00', 'national%5:00:00:domestic:00', 'national%3:00:00::', 'national%3:00:01::', 'national%3:01:02::', 'national%3:01:01::', 'national%3:01:00::']","['owned or maintained for the public by the national government', 'inside the country', 'limited to or in the interests of a particular nation', 'concerned with or applicable to or belonging to an entire nation or country', 'characteristic of or peculiar to the people of a nation', 'of or relating to nationality', 'of or relating to or belonging to a nation or country']",[3]
d001.s036.t016,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national [TGT] policy [TGT] making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['policy%1:09:00::', 'policy%1:10:00::', 'policy%1:10:02::']","['a plan of action adopted by an individual or social group', 'a line of argument rationalizing the course of action of a government', 'written contract or certificate of insurance']",[0]
d001.s036.t017,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy [TGT] making [TGT] and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['making%1:04:00::', 'making%1:07:00::', 'making%1:06:00::']","['the act that results in something coming to be', 'an attribute that must be met or complied with and that fits a person for something', '(usually plural) the components needed for making or doing something']",[0]
d001.s036.t018,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that [TGT] participating [TGT] in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['participate%2:41:00::', 'participate%2:33:00::']","['share in something', 'become a participant; be involved in']",[0]
d001.s036.t019,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in [TGT] such [TGT] votes takes away from the time a legislator could otherwise devote to local benefit-seeking .",['such%5:00:00:much:00'],['of so extreme a degree or extent'],[0]
d001.s036.t020,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such [TGT] votes [TGT] takes away from the time a legislator could otherwise devote to local benefit-seeking .","['vote%1:09:00::', 'vote%1:04:00::', 'vote%1:14:00::', 'vote%1:07:00::', 'vote%1:04:01::']","['the total number of voters who participated', 'a choice that is made by counting the number of people in favor of each alternative', 'a body of voters who have the same interests', 'a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment', 'the opinion of a group as determined by voting']",[1]
d001.s036.t021,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the [TGT] time [TGT] a legislator could otherwise devote to local benefit-seeking .","['time%1:11:01::', 'time%1:28:04::', 'time%1:28:03::', 'time%1:03:00::', 'time%1:28:01::', 'time%1:11:00::', 'time%1:28:05::', 'time%1:28:00::', 'time%1:07:01::', 'time%1:28:06::']","[""a person's experience on a particular occasion"", 'the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event', 'a reading of a point in time as given by a clock', 'the continuum of experience in which events pass from the future through the present to the past', 'the period of time a prisoner is imprisoned', 'an instance or single occasion for some event', 'a period of time considered as a resource under your control and sufficient to accomplish something', 'an indefinite period (usually marked by specific attributes or activities)', 'rhythm as given by division into parts of equal duration', 'a suitable moment']",[6]
d001.s036.t022,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a [TGT] legislator [TGT] could otherwise devote to local benefit-seeking .",['legislator%1:18:00::'],['someone who makes or enacts laws'],[0]
d001.s036.t023,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise [TGT] devote [TGT] to local benefit-seeking .","['devote%2:32:00::', 'devote%2:40:00::', 'devote%2:31:00::']","['give entirely to a specific person, activity, or cause', 'set aside or apart for a specific purpose or use', 'dedicate']",[0]
d001.s036.t024,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to [TGT] local [TGT] benefit-seeking .","['local%3:00:02::', 'local%3:01:01::', 'local%3:00:01::']","['affecting only a restricted part or area of the body', 'of or belonging to or characteristic of a particular locality or neighborhood', 'relating to or applicable to or concerned with the administration of a city or town or district rather than a larger area']",[2]
d001.s036.t025,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local [TGT] benefit-seeking [TGT] .","['benefit%1:10:00::', 'benefit%1:21:00::', 'benefit%1:07:00::']","['a performance to raise money for a charitable cause', 'financial assistance in time of need', 'something that aids or promotes well-being']",[2]
d001.s037.t000,"This is indeed what the [TGT] data [TGT] indicate , particularly in the case of the House .",['datum%1:09:00::'],['an item of factual information derived from measurement or research'],[0]
d001.s037.t001,"This is indeed what the data [TGT] indicate [TGT] , particularly in the case of the House .","['indicate%2:32:02::', 'indicate%2:32:04::', 'indicate%2:32:00::', 'indicate%2:32:03::', 'indicate%2:32:01::']","['give evidence of', 'suggest the necessity of an intervention; in medicine', 'to state or express briefly', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'be a signal for or a symptom of']",[0]
d001.s037.t002,"This is indeed what the data indicate , particularly in the [TGT] case [TGT] of the House .","['case%1:18:03::', 'case%1:26:02::', 'case%1:11:00::', 'case%1:06:01::', 'case%1:10:02::', 'case%1:04:00::', 'case%1:08:00::', 'case%1:10:00::', 'case%1:06:00::', 'case%1:18:02::', 'case%1:06:03::', 'case%1:06:07::', 'case%1:18:04::', 'case%1:09:00::', 'case%1:06:02::', 'case%1:10:03::', 'case%1:23:00::', 'case%1:06:06::', 'case%1:26:00::', 'case%1:10:01::']","['a person requiring professional services', 'a specific state of mind that is temporary', 'an occurrence of something', 'a glass container used to store and display items in a shop or museum or home', 'a problem requiring investigation', 'a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy', 'an enveloping structure or covering enclosing an animal or plant organ or part', 'nouns or pronouns or adjectives (often marked by inflection) related in some way to other words in a sentence', 'a portable container for carrying several objects', 'a person who is subjected to experimental or other observational procedures; someone who is an object of investigation', '(printing) the receptacle in which a compositor has his type, which is divided into compartments for the different letters, spaces, or numbers', 'the enclosing frame around a door or window opening', 'a person of a specified kind (usually with many eccentricities)', 'the actual state of things', 'bed linen consisting of a cover for a pillow', 'a specific size and style of type within a type family', 'the quantity contained in a case', 'the housing or outer covering of something', 'a special set of circumstances', 'a statement of facts and reasons used to support an argument']",[18]
d001.s038.t000,The [TGT] Democratic [TGT] House attendance rate has not exceeded the Republican House attendance rate since 1959 .,"['democratic%3:00:00::', 'democratic%3:01:00::', 'democratic%5:00:00:common:01']","['characterized by or advocating or based upon the principles of democracy or social equality; ; ; - George du Maurier', 'belong to or relating to the Democratic Party', 'representing or appealing to or adapted for the benefit of the people at large']",[1]
d001.s038.t001,The Democratic House [TGT] attendance [TGT] rate has not exceeded the Republican House attendance rate since 1959 .,"['attendance%1:04:00::', 'attendance%1:14:00::', 'attendance%1:28:00::']","['the act of being present (at a meeting or event etc.)', 'the number of people that are present', 'the frequency with which a person is present']",[0]
d001.s038.t002,The Democratic House attendance [TGT] rate [TGT] has not exceeded the Republican House attendance rate since 1959 .,"['rate%1:21:00::', 'rate%1:24:00::', 'rate%1:28:00::', 'rate%1:07:00::']","['amount of a charge or payment relative to some basis', 'a quantity or amount or measure considered as a proportion of another quantity or amount or measure', 'a magnitude or frequency relative to a time unit', 'the relative speed of progress or change']",[2]
d001.s038.t003,The Democratic House attendance rate has not [TGT] exceeded [TGT] the Republican House attendance rate since 1959 .,"['exceed%2:33:00::', 'exceed%2:42:01::', 'exceed%2:42:00::']","['be or do something to a greater degree', 'be greater in scope or size than some standard', 'be superior or better than some standard']",[0]
d001.s038.t004,The Democratic House attendance rate has not exceeded the [TGT] Republican [TGT] House attendance rate since 1959 .,"['republican%5:00:00:democratic:00', 'republican%3:01:01::']","['having the supreme power lying in the body of citizens entitled to vote for officers and representatives responsible to them or characteristic of such government; - United States Constitution; ; - Philip Marsh; -Nathaniel Hawthorne', 'relating to or belonging to the Republican Party']",[1]
d001.s038.t005,The Democratic House attendance rate has not exceeded the Republican House [TGT] attendance [TGT] rate since 1959 .,"['attendance%1:04:00::', 'attendance%1:14:00::', 'attendance%1:28:00::']","['the act of being present (at a meeting or event etc.)', 'the number of people that are present', 'the frequency with which a person is present']",[0]
d001.s038.t006,The Democratic House attendance rate has not exceeded the Republican House attendance [TGT] rate [TGT] since 1959 .,"['rate%1:21:00::', 'rate%1:24:00::', 'rate%1:28:00::', 'rate%1:07:00::']","['amount of a charge or payment relative to some basis', 'a quantity or amount or measure considered as a proportion of another quantity or amount or measure', 'a magnitude or frequency relative to a time unit', 'the relative speed of progress or change']",[2]
d001.s039.t000,"Finally , as [TGT] shown [TGT] in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['show%1:04:01::', 'show%1:10:00::', 'show%1:10:03::', 'show%1:04:00::']","['pretending that something is the case in order to make a good impression', 'a social event involving a public performance or entertainment', 'something intended to communicate a particular impression', 'the act of publicly exhibiting or entertaining']",[2]
d001.s039.t001,"Finally , as shown in the [TGT] table [TGT] , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['table%1:06:01::', 'table%1:14:01::', 'table%1:14:00::', 'table%1:17:00::', 'table%1:06:02::', 'table%1:13:01::']","['a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs', 'a company of people assembled at a table for a meal or game', 'a set of data arranged in rows and columns', 'flat tableland with steep edges', 'a piece of furniture with tableware for a meal laid out on it', 'food or meals in general']",[2]
d001.s039.t002,"Finally , as shown in the table , [TGT] Democrats [TGT] allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['democrat%1:18:00::', 'democrat%1:18:01::']","['an advocate of democratic principles', 'a member of the Democratic Party']",[1]
d001.s039.t003,"Finally , as shown in the table , Democrats [TGT] allocate [TGT] a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .",['allocate%2:40:00::'],['distribute according to a plan or set apart for a special purpose'],[0]
d001.s039.t004,"Finally , as shown in the table , Democrats allocate a higher [TGT] proportion [TGT] of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['proportion%1:07:01::', 'proportion%1:07:00::', 'proportion%1:24:01::', 'proportion%1:24:00::', 'proportion%1:25:00::']","['harmonious arrangement or relation of parts or elements within a whole (as in a design); - John Ruskin', 'magnitude or extent', 'the relation between things (or parts of things) with respect to their comparative quantity, magnitude, or degree', 'the quotient obtained when the magnitude of a part is divided by the magnitude of the whole', 'balance among the parts of something']",[3]
d001.s039.t005,"Finally , as shown in the table , Democrats allocate a higher proportion of their [TGT] personal [TGT] staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['personal%3:01:01::', 'personal%5:00:00:subjective:00', 'personal%5:00:00:physical:00', 'personal%3:00:00::', 'personal%3:01:00::']","['of or arising from personality', 'particular to a given individual', ""intimately concerning a person's body or physical being"", 'concerning or affecting a particular person or his or her private life and personality', 'indicating grammatical person']",[3]
d001.s039.t006,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal [TGT] staffs [TGT] to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['staff%1:27:00::', 'staff%1:14:01::', 'staff%1:10:00::', 'staff%1:06:00::', 'staff%1:14:00::', 'staff%1:10:01::']","['building material consisting of plaster and hair; used to cover external surfaces of temporary structure (as at an exposition) or for decoration', 'personnel who assist their superior in carrying out an assigned task', '(music) the system of five horizontal lines on which the musical notes are written', 'a strong rod or stick with a specialized utilitarian purpose', 'the body of teachers and administrators at a school', 'a rod carried as a symbol']",[1]
d001.s039.t007,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to [TGT] district [TGT] offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .",['district%1:15:00::'],['a region marked off for administrative or other purposes'],[0]
d001.s039.t008,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district [TGT] offices [TGT] -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['office%1:14:01::', 'office%1:06:00::', 'office%1:04:02::', 'office%1:26:00::', 'office%1:04:00::', 'office%1:04:01::', 'office%1:14:00::']","['an administrative unit of government', 'place of business where professional or clerical duties are performed', 'a job in an organization', '(of a government or government official) holding an office means being in power', 'a religious rite or service prescribed by ecclesiastical authorities', 'the actions and activities assigned to or required or expected of a person or group', 'professional or clerical workers in an office']",[0]
d001.s039.t009,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where [TGT] local [TGT] benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['local%3:00:02::', 'local%3:01:01::', 'local%3:00:01::']","['affecting only a restricted part or area of the body', 'of or belonging to or characteristic of a particular locality or neighborhood', 'relating to or applicable to or concerned with the administration of a city or town or district rather than a larger area']",[2]
d001.s039.t010,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local [TGT] benefit-seeking [TGT] duties matter more and national policy making activities matter less relative to Washington offices .","['benefit%1:10:00::', 'benefit%1:21:00::', 'benefit%1:07:00::']","['a performance to raise money for a charitable cause', 'financial assistance in time of need', 'something that aids or promotes well-being']",[2]
d001.s039.t011,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking [TGT] duties [TGT] matter more and national policy making activities matter less relative to Washington offices .","['duty%1:04:00::', 'duty%1:04:02::', 'duty%1:21:00::']","['the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr', 'work that you are obliged to perform for moral or legal reasons', 'a government tax on imports or exports']",[1]
d001.s039.t012,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties [TGT] matter [TGT] more and national policy making activities matter less relative to Washington offices .",['matter%2:42:00::'],"['have weight; have import, carry weight']",[0]
d001.s039.t013,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and [TGT] national [TGT] policy making activities matter less relative to Washington offices .","['national%5:00:00:public:00', 'national%5:00:00:domestic:00', 'national%3:00:00::', 'national%3:00:01::', 'national%3:01:02::', 'national%3:01:01::', 'national%3:01:00::']","['owned or maintained for the public by the national government', 'inside the country', 'limited to or in the interests of a particular nation', 'concerned with or applicable to or belonging to an entire nation or country', 'characteristic of or peculiar to the people of a nation', 'of or relating to nationality', 'of or relating to or belonging to a nation or country']",[3]
d001.s039.t014,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national [TGT] policy [TGT] making activities matter less relative to Washington offices .","['policy%1:09:00::', 'policy%1:10:00::', 'policy%1:10:02::']","['a plan of action adopted by an individual or social group', 'a line of argument rationalizing the course of action of a government', 'written contract or certificate of insurance']",[0]
d001.s039.t015,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy [TGT] making [TGT] activities matter less relative to Washington offices .","['making%1:04:00::', 'making%1:07:00::', 'making%1:06:00::']","['the act that results in something coming to be', 'an attribute that must be met or complied with and that fits a person for something', '(usually plural) the components needed for making or doing something']",[0]
d001.s039.t016,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making [TGT] activities [TGT] matter less relative to Washington offices .","['activity%1:26:01::', 'activity%1:22:01::', 'activity%1:04:00::', 'activity%1:22:00::', 'activity%1:07:00::', 'activity%1:26:00::']","['(chemistry) the capacity of a substance to take part in a chemical reaction', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'any specific behavior', 'an organic process that takes place in the body', 'the trait of being active; moving or acting rapidly and energetically', 'the state of being active']",[2]
d001.s039.t017,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities [TGT] matter [TGT] less relative to Washington offices .",['matter%2:42:00::'],"['have weight; have import, carry weight']",[0]
d001.s039.t018,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less [TGT] relative [TGT] to Washington offices .","['relative%3:00:00::', 'relative%5:00:00:proportionate:00']","['estimated by comparison; not absolute or complete', ""properly related in size or degree or other measurable characteristics; usually followed by `to'""]",[1]
d001.s039.t019,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington [TGT] offices [TGT] .","['office%1:14:01::', 'office%1:06:00::', 'office%1:04:02::', 'office%1:26:00::', 'office%1:04:00::', 'office%1:04:01::', 'office%1:14:00::']","['an administrative unit of government', 'place of business where professional or clerical duties are performed', 'a job in an organization', '(of a government or government official) holding an office means being in power', 'a religious rite or service prescribed by ecclesiastical authorities', 'the actions and activities assigned to or required or expected of a person or group', 'professional or clerical workers in an office']",[0]
d001.s040.t000,"An [TGT] examination [TGT] of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['examination%1:09:03::', 'examination%1:04:02::', 'examination%1:10:00::', 'examination%1:04:00::', 'examination%1:10:01::']","['a detailed inspection of your conscience (as done daily by Jesuits)', 'the act of giving students or candidates a test (as by questions) to determine what they know or have learned', 'a set of questions or exercises evaluating skill or knowledge', 'the act of examining something closely (as for mistakes)', 'formal systematic questioning']",[3]
d001.s040.t001,"An examination of [TGT] changes [TGT] in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['change%1:04:00::', 'change%1:19:00::', 'change%1:06:01::', 'change%1:07:00::', 'change%1:06:00::', 'change%1:11:00::', 'change%1:21:01::', 'change%1:21:02::', 'change%1:24:00::', 'change%1:21:03::']","['the action of changing something', 'the result of alteration or modification', 'a thing that is different', 'a difference that is usually pleasant', 'a different or fresh set of clothes', 'an event that occurs when something passes from one state or phase to another', 'coins of small denomination regarded collectively', 'the balance of money received when the amount you tender is greater than the amount due', 'a relational difference between states; especially between states before and after some event', 'money received in return for its equivalent in a larger denomination or a different currency']","[8, 2]"
d001.s040.t002,"An examination of changes in [TGT] personal [TGT] staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['personal%3:01:01::', 'personal%5:00:00:subjective:00', 'personal%5:00:00:physical:00', 'personal%3:00:00::', 'personal%3:01:00::']","['of or arising from personality', 'particular to a given individual', ""intimately concerning a person's body or physical being"", 'concerning or affecting a particular person or his or her private life and personality', 'indicating grammatical person']",[3]
d001.s040.t003,"An examination of changes in personal staffing [TGT] decisions [TGT] in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['decision%1:11:01::', 'decision%1:04:00::', 'decision%1:07:00::', 'decision%1:11:02::', 'decision%1:09:00::']","['the outcome of a game or contest', 'the act of making up your mind about something', 'the trait of resoluteness as evidenced by firmness of character or purpose', '(boxing) a victory won on points when no knockout has occurred', 'a position or opinion or judgment reached after consideration']",[1]
d001.s040.t004,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when [TGT] control [TGT] of that body changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['control%1:26:00::', 'control%1:09:01::', 'control%1:10:00::', 'control%1:07:00::', 'control%1:09:02::', 'control%1:04:00::', 'control%1:06:00::', 'control%1:07:01::', 'control%1:18:00::', 'control%1:24:00::', 'control%1:04:02::']","['the state that exists when one person or group has power over another', 'great skillfulness and knowledge of some subject or activity', 'the economic policy of controlling or limiting or curbing prices or wages etc.', 'power to direct or determine', 'a standard against which other conditions can be compared in a scientific experiment', 'the activity of managing or exerting control over something', 'a mechanism that controls the operation of a machine', 'discipline in personal and social activities', 'a spiritual agency that is assumed to assist the medium during a seance', 'a relation of constraint of one entity (thing or person or group) by another', '(physiology) regulation or maintenance of a function or action or reflex etc']",[3]
d001.s040.t005,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that [TGT] body [TGT] changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['body%1:07:00::', 'body%1:08:01::', 'body%1:08:02::', 'body%1:17:00::', 'body%1:14:02::', 'body%1:14:00::', 'body%1:08:00::', 'body%1:06:01::', 'body%1:07:01::', 'body%1:10:00::', 'body%1:06:00::']","['the property of holding together and retaining its shape', 'the body excluding the head and neck and limbs', 'a natural object consisting of a dead animal or person', 'an individual 3-dimensional object that has mass and that is distinguishable from other objects', 'a collection of particulars considered as a system', 'a group of persons associated by some common tie or occupation and regarded as an entity', 'the entire structure of an organism (an animal, plant, or human being)', 'a resonating chamber in a musical instrument (as the body of a violin)', 'the main mass of a thing', 'the central message of a communication', 'the external structure of a vehicle']",[5]
d001.s040.t006,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body [TGT] changed [TGT] party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .",['change_hands%2:40:00::'],['be transferred to another owner'],[0]
d001.s040.t007,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed [TGT] party [TGT] hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['party%1:18:00::', 'party%1:14:00::', 'party%1:11:00::', 'party%1:14:02::', 'party%1:14:01::']","['a person involved in legal proceedings', 'a group of people gathered together for pleasure', 'an occasion on which people can assemble for social interaction and entertainment', 'a band of people associated temporarily in some activity', 'an organization to gain political power']",[4]
d001.s040.t008,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , [TGT] reveals [TGT] that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['reveal%2:39:00::', 'reveal%2:32:00::', 'reveal%2:39:04::']","['make visible', 'make known to the public information that was previously known only to a few people or that was meant to be kept a secret', 'disclose directly or through prophets']",[0]
d001.s040.t009,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , reveals that the [TGT] personal [TGT] staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['personal%3:01:01::', 'personal%5:00:00:subjective:00', 'personal%5:00:00:physical:00', 'personal%3:00:00::', 'personal%3:01:00::']","['of or arising from personality', 'particular to a given individual', ""intimately concerning a person's body or physical being"", 'concerning or affecting a particular person or his or her private life and personality', 'indicating grammatical person']",[3]
